dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,9.042345,6.962353,13.541914,1.496634,-2.110673,0.220247,5.964588
0.020000,9.069948,6.953172,13.571004,1.454480,-2.107721,0.147627,5.959571
0.020000,9.096707,6.944125,13.599251,1.412355,-2.106237,0.074169,5.954741
0.020000,9.122627,6.935224,13.626657,1.370293,-2.103096,0.157050,5.950093
0.020000,9.147714,6.926482,13.653223,1.328300,-2.099681,0.170780,5.945625
0.020000,9.171970,6.917910,13.678950,1.286331,-2.098442,0.061927,5.941332
0.020000,9.195401,6.909518,13.703838,1.244401,-2.096521,0.096051,5.937211
0.020000,9.218010,6.901317,13.727888,1.202534,-2.093327,0.159723,5.933258
0.020000,9.239802,6.893317,13.751102,1.160710,-2.091181,0.107278,5.929470
0.020000,9.260781,6.885528,13.773480,1.118894,-2.090835,0.017278,5.925844
0.020000,9.280950,6.877958,13.795023,1.077147,-2.087335,0.175015,5.922376
0.020000,9.300313,6.870615,13.815732,1.035430,-2.085864,0.073541,5.919064
0.020000,9.318874,6.863507,13.835607,0.993761,-2.083453,0.120564,5.915905
0.020000,9.336635,6.856643,13.854649,0.952087,-2.083663,-0.010509,5.912897
0.020000,9.353601,6.850029,13.872858,0.910472,-2.080785,0.143910,5.910036
0.020000,9.369774,6.843672,13.890236,0.868874,-2.079890,0.044768,5.907321
0.020000,9.385157,6.837579,13.906782,0.827299,-2.078737,0.057628,5.904750
0.020000,9.399754,6.831754,13.922497,0.785787,-2.075608,0.156467,5.902319
0.020000,9.413566,6.826205,13.937382,0.744251,-2.076792,-0.059236,5.900028
0.020000,9.426597,6.820937,13.951438,0.702785,-2.073321,0.173556,5.897874
0.020000,9.438848,6.815953,13.964664,0.661318,-2.073356,-0.001719,5.895856
0.020000,9.450323,6.811260,13.977062,0.619859,-2.072912,0.022200,5.893971
0.020000,9.461022,6.806861,13.988630,0.578420,-2.071988,0.046209,5.892219
0.020000,9.470948,6.802760,13.999370,0.537008,-2.070582,0.070276,5.890598
0.020000,9.480104,6.798960,14.009283,0.495634,-2.068695,0.094367,5.889107
0.020000,9.488490,6.795466,14.018368,0.454241,-2.069632,-0.046867,5.887744
0.020000,9.496109,6.792281,14.026626,0.412904,-2.066869,0.138159,5.886509
0.020000,9.502961,6.789406,14.034056,0.371514,-2.069514,-0.132238,5.885400
0.020000,9.509048,6.786845,14.040660,0.330184,-2.066490,0.151195,5.884417
0.020000,9.514370,6.784600,14.046437,0.288859,-2.066230,0.012964,5.883558
0.020000,9.518931,6.782672,14.051388,0.247545,-2.065700,0.026527,5.882823
0.020000,9.522728,6.781063,14.055512,0.206195,-2.067532,-0.091612,5.882212
0.020000,9.525764,6.779775,14.058810,0.164914,-2.064015,0.175851,5.881724
0.020000,9.528039,6.778809,14.061282,0.123591,-2.066194,-0.108926,5.881359
0.020000,9.529554,6.778165,14.062928,0.082310,-2.064031,0.108152,5.881115
0.020000,9.530310,6.777843,14.063750,0.041085,-2.061240,0.139512,5.880994
0.020000,9.530499,6.777763,14.063955,0.010253,-1.541600,25.982017,5.880964
0.020000,9.530499,6.777763,14.063955,0.000000,-0.512657,51.447126,5.880964
